gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,61,1,2,1,0,0,2,2,2,2,1,1,0,103.3,6040,0
0,0,1,0,32,1,0,1,0,2,0,0,0,2,0,0,0,84.15,4110,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.45,413,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,19.75,241,1
0,0,0,0,5,1,0,1,0,0,0,2,0,2,0,1,1,85.4,1446,1
0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,89.9,5974,0
1,0,1,0,37,1,2,0,2,0,0,0,0,0,0,1,3,55.05,3738,0
1,0,1,1,65,1,2,1,0,0,2,2,2,2,2,1,0,104.1,6103,0
0,0,0,1,67,1,2,1,0,2,0,2,2,2,1,1,0,106.6,6271,0
1,0,0,1,49,1,2,1,0,0,0,0,0,0,0,0,1,75.2,4729,1
1,0,1,1,50,1,2,0,2,0,0,2,2,0,2,1,1,70.5,4631,0
1,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,2,19.6,1398,0
0,0,0,1,17,1,2,0,0,0,2,0,0,0,1,1,3,55.85,2374,1
0,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.05,3277,0
1,0,1,0,25,0,1,0,0,0,2,0,2,0,1,1,1,38.1,2423,0
1,1,0,0,23,1,2,1,0,2,2,0,2,2,0,1,2,106.4,4046,1
1,1,1,0,24,0,1,0,0,0,2,2,0,0,0,0,3,34.25,2187,0
0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,4791,0
0,0,0,0,21,1,0,1,0,0,0,0,0,0,0,1,2,68.65,3192,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.8,160,0
0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,75.75,2098,0
1,0,0,0,6,1,0,1,0,2,0,0,0,2,0,1,2,84.4,1719,1
1,0,1,0,51,1,2,1,2,2,0,0,0,2,1,1,1,96.4,5355,0
0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,805,0
0,0,0,0,6,0,1,0,2,2,0,2,0,2,0,0,1,50.95,1160,0
1,0,1,1,47,1,2,0,2,2,2,2,2,2,2,1,3,90.5,5064,0
0,0,1,1,61,1,2,0,2,2,2,2,0,2,1,1,2,79.4,5300,0
0,0,0,0,52,0,1,0,2,2,2,0,2,2,2,1,0,58.75,4380,0
0,0,1,1,35,1,2,0,2,2,0,0,0,0,0,1,1,59.45,3806,0
1,0,1,0,71,1,2,1,0,2,2,0,2,2,1,1,0,105.7,6331,0
0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,2,56.25,1354,1
1,0,1,0,45,1,0,0,2,0,2,0,0,0,2,0,1,53.3,3923,0
0,1,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.55,806,1
0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,1034,1
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,24.3,107,0
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,0,2,77.85,1135,1
1,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,4382,0
1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,3219,0
1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,3,20.15,727,0
1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1203,1
1,0,0,0,17,1,2,1,0,0,2,2,0,2,0,1,0,95.65,3356,0
0,0,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,87.05,2072,1
1,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,81.0,4807,0
0,0,0,0,68,1,0,0,2,2,2,2,2,2,2,1,1,82.45,5678,0
1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.5,212,1
0,0,1,0,4,1,0,2,1,1,1,1,1,1,1,0,0,20.5,378,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.1,59,1
1,0,0,1,28,1,0,0,0,2,0,2,0,0,1,1,1,54.4,3229,0
0,0,0,0,39,1,0,0,0,2,0,0,2,0,1,1,1,58.6,3873,0
1,0,0,0,11,1,0,1,0,0,2,0,0,2,0,0,2,84.8,2288,0
0,0,1,0,71,0,1,0,0,2,2,2,2,2,2,1,1,61.4,5061,0
1,0,0,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.4,123,0
1,1,1,0,30,1,0,1,0,2,2,0,0,0,0,1,3,79.65,3967,1
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.15,1279,0
0,0,1,0,55,1,2,1,0,2,2,0,2,0,0,1,1,94.45,5442,0
0,0,0,0,58,1,2,1,2,0,0,0,0,0,0,1,0,79.8,5159,0
0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,2,54.2,1163,1
0,1,0,0,1,1,0,2,1,1,1,1,1,1,0,1,2,19.45,11,1
1,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.05,1931,0
1,0,0,0,26,1,0,0,0,0,0,2,0,0,0,0,0,49.15,2818,0
0,0,0,0,50,1,0,2,1,1,1,1,1,1,2,0,1,19.4,2500,0
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,113.65,6483,0
0,0,0,1,43,1,0,1,2,2,0,2,2,2,1,1,1,106.0,5162,0
1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,25.95,3145,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,5,0
1,0,1,1,72,1,2,1,0,2,2,0,2,2,2,1,2,103.4,6308,1
1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,6297,0
1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,4621,0
1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,1363,0
0,0,0,0,13,1,2,1,0,2,2,0,0,0,0,1,2,84.45,2558,1
0,1,0,0,44,1,0,1,0,2,2,0,0,2,1,0,1,89.15,4890,0
0,1,1,1,70,1,2,1,0,2,2,2,2,2,1,1,2,107.9,6333,0
1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,2206,0
0,1,1,0,32,1,2,1,0,0,0,0,2,0,0,1,1,85.95,4140,1
0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,1,24.95,3436,0
0,1,0,0,16,1,0,0,0,0,0,2,2,0,0,0,2,59.4,2499,1
1,1,1,1,68,1,0,2,1,1,1,1,1,1,1,0,0,19.5,2754,0
1,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.95,2768,0
1,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,82.85,5740,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.0,376,0
0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,2505,0
0,0,0,0,29,0,1,0,0,2,0,0,0,0,0,1,2,30.6,2238,1
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,580,0
1,0,1,0,70,1,2,1,0,2,2,0,2,0,1,1,0,95.0,6072,0
1,0,1,0,24,1,0,0,2,0,0,2,2,2,1,0,0,74.4,3427,0
0,1,1,0,72,1,2,0,2,2,2,2,0,2,2,0,0,78.45,5690,0
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,3,74.3,338,0
1,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,51.05,4708,0
0,0,1,1,36,1,0,2,1,1,1,1,1,1,0,0,0,19.2,1978,0
0,1,0,0,38,1,2,1,0,0,0,2,2,2,0,1,2,99.55,4753,1
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,2683,1
0,0,1,1,41,1,2,1,0,2,2,2,2,2,1,1,0,109.1,5122,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.3,152,1
1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29.85,354,1
1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,2645,0
1,1,0,0,2,1,0,1,0,2,2,2,0,2,0,1,1,95.1,781,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.8,18,1
1,0,1,1,13,1,2,0,0,2,2,2,2,0,0,1,2,72.8,2358,0
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,547,0
0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,1,0,76.65,1233,1
0,0,1,1,5,1,0,1,0,2,0,2,2,2,0,1,3,99.15,1524,1
0,0,1,0,15,1,0,1,2,0,2,0,2,2,0,0,2,101.75,3385,0
0,0,0,0,47,1,0,1,2,0,0,0,0,0,0,0,1,75.45,4662,0
0,0,0,0,8,1,0,0,0,0,2,2,0,2,0,0,3,64.1,1612,0
1,0,0,0,17,0,1,0,0,0,0,0,0,0,0,1,3,25.65,1475,0
1,0,1,1,15,1,0,1,2,0,0,0,0,0,0,0,3,75.1,2695,0
0,0,0,0,26,1,0,1,2,0,2,2,0,2,1,1,0,95.85,4042,0
0,0,0,0,23,1,2,0,2,0,0,0,0,0,0,0,2,54.4,2836,0
0,1,0,0,4,1,0,1,0,2,0,0,0,0,0,0,2,72.75,1184,0
1,0,0,1,29,1,0,2,1,1,1,1,1,1,1,0,3,19.85,1675,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,19.05,1519,0
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,44.95,1452,1
1,0,1,0,18,1,0,0,0,0,2,0,0,0,0,1,3,49.55,2278,1
1,1,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.85,1239,0
0,0,1,1,69,0,1,0,2,2,2,2,0,0,2,0,0,46.25,4428,0
1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,1210,0
1,0,0,0,19,1,2,0,0,0,0,0,2,2,0,0,3,69.6,3059,0
1,1,0,0,39,1,2,1,0,2,0,0,0,2,0,0,2,90.7,4584,0
1,0,0,0,31,1,0,1,0,2,2,0,2,2,0,1,2,101.4,4441,0
1,0,1,1,24,1,0,2,1,1,1,1,1,1,1,0,3,20.25,1474,0
1,0,1,0,14,1,0,0,0,0,0,2,0,0,0,0,0,48.8,1905,0
0,0,1,0,64,1,0,0,2,2,2,2,0,2,2,1,3,74.35,5273,0
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,1,3,19.35,2519,0
1,0,1,1,52,1,0,0,0,2,2,2,2,0,1,1,2,68.75,4629,0
1,0,0,0,28,1,2,1,0,2,0,0,2,2,1,0,2,100.2,4180,0
0,0,0,0,21,1,0,2,1,1,1,1,1,1,2,1,1,20.85,1462,0
1,0,0,1,25,1,0,1,0,2,0,0,2,2,0,1,2,95.9,4026,1
0,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.35,1158,0
1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,4182,0
1,1,1,0,17,1,0,1,0,0,0,0,0,2,0,0,0,81.5,2961,1
0,0,1,0,51,1,2,2,1,1,1,1,1,1,2,0,3,25.5,2892,0
1,0,1,1,72,0,1,0,2,0,2,2,2,0,2,0,3,48.9,4648,0
1,0,1,0,52,1,0,1,2,0,0,0,2,0,0,0,2,84.1,5077,1
0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1724,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,20.0,265,0
0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,5458,0
0,0,1,0,45,1,0,1,0,0,0,2,2,2,2,1,1,95.2,5044,0
1,1,1,0,3,0,1,0,0,0,0,0,2,0,0,1,3,36.45,477,1
0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,5787,0
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.05,58,1
0,0,1,1,58,1,0,2,1,1,1,1,1,1,2,0,1,20.3,2706,0
1,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,89.85,4411,0
0,0,0,0,8,1,0,0,2,0,0,0,0,0,0,1,2,49.85,1305,1
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,19.8,1071,0
1,0,1,1,66,0,1,0,0,0,2,2,2,2,2,0,0,54.65,4706,0
1,1,0,0,12,0,1,0,0,2,0,0,0,0,0,1,1,29.35,1337,0
1,0,0,0,58,1,0,2,1,1,1,1,1,1,2,1,0,19.15,2522,0
0,0,1,1,3,1,0,2,1,1,1,1,1,1,2,0,3,19.1,207,0
0,1,1,0,43,0,1,0,0,2,2,0,2,2,0,0,1,55.55,3950,1
0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,1882,0
0,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,20.25,318,0
0,0,1,1,22,1,0,0,0,2,0,0,2,2,1,1,0,69.5,3201,1
1,0,1,0,40,1,2,1,0,2,2,0,2,2,1,1,0,106.0,4994,0
0,0,0,0,68,1,2,2,1,1,1,1,1,1,2,0,0,25.5,3556,0
1,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,2,104.3,5517,1
0,0,0,0,50,1,2,0,0,2,0,2,2,2,2,1,3,79.6,4909,0
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.25,225,0
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,6042,0
1,0,0,1,40,1,0,2,1,1,1,1,1,1,1,1,0,20.4,2235,0
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,117.6,6496,0
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.0,540,0
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,467,0
1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,4591,0
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.85,478,1
0,0,1,1,64,1,0,0,2,0,0,2,2,0,1,0,3,65.8,4936,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,20.05,1243,0
1,0,1,0,40,1,0,1,0,2,2,0,0,0,0,1,2,80.0,4456,0
0,0,1,1,41,0,1,0,2,0,2,0,0,0,1,0,1,35.4,3087,0
1,1,0,0,51,1,2,1,0,2,0,0,0,0,1,1,0,79.6,4883,0
1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,4600,0
0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,194,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,20.45,121,0
1,0,0,0,68,1,0,1,0,2,2,0,0,0,1,0,1,79.6,5590,0
0,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.7,1744,0
1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,5604,0
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.75,498,0
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,548,0
1,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,1,29.8,481,0
0,0,0,0,7,1,2,0,0,0,0,2,2,2,0,1,2,74.65,1641,1
0,0,0,0,13,1,0,0,2,0,0,0,2,2,0,1,2,71.95,2346,0
1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,20.75,635,0
1,0,1,1,12,1,0,0,0,0,0,0,2,0,0,1,3,56.3,1843,0
1,0,1,1,53,1,2,1,0,2,2,0,2,2,1,1,2,105.25,5639,0
0,0,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,94.2,2535,1
1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,19.55,2832,0
0,0,0,0,15,1,0,0,2,2,2,2,2,2,0,0,3,84.45,2899,0
1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,3667,0
1,1,1,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.9,571,0
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1500,0
0,0,0,0,61,0,1,0,2,2,2,2,0,0,1,0,1,43.7,4184,0
1,0,0,0,16,1,2,0,0,2,0,0,0,0,0,0,2,55.3,2273,0
1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,1,19.85,2868,0
0,0,1,1,26,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1594,0
1,0,0,0,16,1,0,0,0,0,0,2,0,0,0,1,3,49.45,2137,0
0,0,1,0,54,1,2,1,2,2,0,0,2,2,1,0,0,106.55,5735,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.1,24,1
1,0,0,1,5,1,0,2,1,1,1,1,1,1,2,0,3,20.45,530,0
0,0,0,0,19,0,1,0,0,2,0,0,0,2,0,1,2,39.7,1988,0
1,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,54.5,1739,0
0,0,1,1,23,1,0,1,0,2,2,2,0,0,0,0,2,83.8,3630,1
1,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,3,55.15,706,1
0,0,0,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.6,6454,0
1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,2240,1
0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,1705,0
1,0,1,0,11,1,0,2,1,1,1,1,1,1,1,1,3,20.55,797,0
0,1,0,0,37,1,2,1,2,2,0,0,2,2,0,1,0,106.75,4928,1
1,0,1,1,17,1,2,0,2,0,0,2,0,0,1,1,3,62.1,2618,0
0,0,1,1,36,1,2,1,2,0,2,0,2,2,0,1,1,104.5,4731,0
1,1,0,0,17,1,0,1,0,2,2,0,2,2,0,1,2,101.8,3475,0
0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,6263,0
1,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,0,84.9,5509,0
1,0,0,0,22,1,0,1,0,2,0,0,2,2,0,1,3,93.2,3815,0
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.4,50,0
0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,70.55,1457,0
1,0,0,0,31,1,0,1,0,2,0,2,0,0,0,1,2,78.45,4016,1
0,0,1,1,68,1,0,0,2,2,2,2,2,2,2,1,1,85.0,5655,0
0,0,1,1,34,1,2,1,0,0,2,0,2,0,0,0,2,87.45,4276,1
0,0,1,1,52,1,0,1,0,2,2,2,0,0,0,0,0,85.8,5111,0
0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,91.1,2416,0
1,0,1,1,29,1,0,1,0,0,0,0,0,0,0,1,2,70.75,3692,1
0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20.1,3164,0
1,0,1,1,47,1,0,2,1,1,1,1,1,1,1,0,3,20.05,2397,0
1,0,1,1,24,1,2,0,2,0,0,0,2,2,1,0,3,74.8,3555,0
1,0,0,0,65,1,2,2,1,1,1,1,1,1,1,0,1,24.8,3317,0
0,0,0,0,4,1,2,1,0,0,0,2,2,2,0,1,3,100.85,1373,0
1,1,1,0,12,1,2,1,0,2,0,0,2,2,0,1,2,101.35,2792,1
1,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,2,81.7,409,1
1,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,2,68.25,3825,1
0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,4707,0
0,0,1,0,14,1,0,2,1,1,1,1,1,1,2,0,3,20.4,1112,0
0,0,0,0,4,1,0,1,0,0,0,0,0,2,0,1,2,79.15,1183,1
1,0,1,1,13,1,0,2,1,1,1,1,1,1,1,0,3,20.0,892,0
0,0,1,1,65,1,2,0,0,2,0,2,2,2,2,1,0,79.4,5441,0
1,0,1,1,23,1,0,0,2,0,0,2,0,0,1,0,1,57.2,3109,0
1,0,1,0,55,1,0,0,2,2,2,0,0,0,2,0,2,58.6,4398,0
1,0,1,0,49,1,0,1,0,2,0,0,2,2,2,1,2,94.8,5238,0
1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,5909,0
0,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,20.35,3143,0
1,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,2,84.9,4564,0
1,0,1,0,67,1,0,0,2,2,0,2,0,2,2,1,1,69.2,5224,0
1,1,0,0,35,1,2,1,0,0,0,0,2,2,0,1,2,95.45,4620,1
1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,3612,1
0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,20.85,1070,0
0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,88.5,4712,0
0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35.0,617,0
0,0,1,1,24,1,0,0,2,0,0,2,0,0,0,0,2,55.15,2946,0
0,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,1,50.95,936,0
0,0,0,0,5,1,2,0,0,2,0,0,0,2,0,1,2,64.0,1318,0
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.1,280,1
0,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,80.2,5705,0
0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,2811,0
0,0,1,0,42,1,2,0,2,0,2,2,2,2,2,0,1,84.35,4675,0
0,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,416,0
1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,6459,0
0,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.1,1762,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,288,1
1,0,0,0,31,1,2,1,0,2,2,0,2,2,1,1,2,103.45,4396,1
0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,0,77.95,1154,1
1,1,1,0,69,1,2,1,0,2,2,2,2,2,2,1,2,109.95,6372,0
1,1,0,0,38,1,2,1,0,0,0,0,2,2,0,0,2,94.75,4719,0
0,0,1,1,3,1,0,1,0,2,0,2,0,0,0,1,2,80.0,976,0
0,0,1,1,48,1,2,0,0,2,0,2,2,2,2,0,2,79.65,4821,0
0,0,1,0,15,1,2,2,1,1,1,1,1,1,2,0,3,25.2,1352,0
0,0,0,0,25,1,0,2,1,1,1,1,1,1,1,0,1,19.9,1658,0
0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,78.45,373,1
0,0,0,0,48,0,1,0,2,2,0,0,2,0,0,1,2,44.8,3788,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,28,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.2,7,0
0,0,0,0,37,1,0,1,0,2,2,0,0,0,1,0,2,80.05,4361,0
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,0,107.35,6221,0
0,0,1,0,26,0,1,0,2,2,2,0,2,0,1,0,0,47.85,2748,0
1,0,1,0,63,1,0,0,2,2,0,2,2,0,1,0,1,70.8,5118,0
1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,1016,1
0,0,0,0,2,1,0,0,2,0,0,0,2,2,0,1,2,70.75,659,1
1,1,1,0,18,1,0,0,2,0,0,0,0,2,0,1,1,59.1,2478,0
0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,3,25.55,3430,0
0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,2075,1
0,0,0,1,28,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1676,0
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,75.55,353,0
1,0,0,0,4,1,2,1,0,0,0,0,0,2,0,1,2,85.65,1245,1
1,1,0,0,38,1,0,0,0,2,2,2,2,0,1,1,1,70.15,4056,1
1,0,1,0,66,1,2,1,0,2,2,0,0,2,1,0,2,95.3,5941,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,301,0
0,0,1,0,18,1,0,0,0,0,0,2,0,0,0,1,3,50.3,2320,0
1,1,0,0,51,1,2,1,0,0,2,0,2,2,0,1,2,97.8,5357,1
1,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,19.85,3065,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,46.3,165,1
1,0,0,1,12,1,0,2,1,1,1,1,1,1,2,0,0,19.35,874,0
0,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,106.3,5114,1
1,0,0,0,12,1,2,2,1,1,1,1,1,1,0,0,2,25.0,1181,0
0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.3,2589,0
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,75.35,1732,0
0,0,0,0,12,1,0,1,0,0,2,2,0,2,0,1,2,89.4,2615,1
0,0,1,1,68,1,2,0,2,2,2,2,2,2,2,0,1,88.0,5910,0
0,1,0,0,5,1,2,1,0,0,0,0,2,0,0,1,1,83.15,1485,1
0,1,0,0,49,1,0,0,0,0,0,0,0,0,0,0,3,43.8,3789,0
1,0,0,0,40,0,1,0,2,2,2,0,2,2,1,0,1,62.05,4064,0
0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,0,20.1,1187,0
1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,2157,1
0,0,1,0,72,1,2,1,0,2,2,0,2,2,1,1,2,101.35,6296,0
0,1,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,84.05,802,0
1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,3,20.9,1505,0
0,1,0,0,71,1,2,1,0,2,2,0,2,2,1,1,2,105.9,6342,0
0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,2552,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.15,132,1
0,0,0,0,16,1,0,0,0,2,0,2,0,0,0,1,3,53.9,2202,1
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,3,85.45,432,1
1,0,1,0,12,1,0,1,0,2,0,0,0,2,0,1,1,85.05,2462,0
0,0,0,0,54,0,1,0,2,0,0,2,0,2,1,0,0,44.1,3971,0
0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,5951,0
0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,50.85,973,1
0,0,0,1,1,1,0,0,0,0,2,0,0,2,0,0,2,59.2,244,1
1,0,0,0,27,1,0,0,2,0,0,2,0,0,0,0,3,53.45,3166,0
1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,1,3,19.95,1419,0
1,0,0,0,13,1,0,1,0,0,2,0,2,0,0,1,2,83.2,2561,1
0,1,0,0,64,1,2,0,0,2,2,2,0,2,0,0,1,74.65,5326,0
0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,2,54.9,221,1
1,0,1,0,57,0,1,0,0,2,2,2,2,2,2,1,0,57.5,4515,0
0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,2,103.9,3892,1
1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1293,0
1,0,1,0,31,1,0,1,0,0,2,0,2,2,1,1,2,93.8,4316,0
1,0,0,0,52,1,2,0,2,2,2,2,2,2,2,1,3,89.25,5214,0
0,0,0,0,46,1,2,1,0,2,2,0,0,2,1,1,2,94.15,5103,0
0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,55.6,1764,0
